OrderID,ItemsQuantity,State,City,Street,AppartmentNumber,Pincode,Landmark,Discount,DeliveryCost,TotalAmount,ModeOfPayment,TransactionID,OrderDate,DeliveryDate,AgentID,PharmacyID,PrescriptionID,UserID,Status,Subscription
724,6,Virginia,Magtangol,83 Dayton Terrace,81,66930,near Government School,40.24,59.19,345.29,Credit Card,MMKDLC438581,2021-01-29,2021-02-07,33,122,,481,Dispatched,0
725,4,Missouri,Kafue,6883 Truax Park,47,88090,near Metro,79.75,57.95,1847.14,Credit Card,EESPVX748301,2021-01-29,2021-02-01,2,208,,492,Out For Delivery,0
726,1,California,Cruzeiro,63 Kenwood Crossing,71,29329,,94.17,57.44,37.46,Order Placed,LQNCYK528603,2021-01-29,2021-02-01,47,13,,516,Order Placed,1
727,1,New York,Saint Petersburg,76446 Vahlen Hill,46,79960,front of Mall,16.34,80.97,121.97,Dispatched,QQTFBL793712,2021-01-29,2021-02-05,18,207,,530,Order Placed,1
728,5,New Jersey,Jönköping,417 Portage Drive,4,37151,,77.47,84.11,395.01,Net Banking,NRUJJE954556,2021-01-29,2021-02-05,11,112,,539,Dispatched,0
729,8,Minnesota,Minnedosa,5 Marquette Plaza,88,83528,opposite Bakery,14.35,79.87,1068.13,Credit Card,YCRXTH779958,2021-01-29,2021-02-03,24,122,,556,Being Placed,0
730,10,Pennsylvania,Pondaguitan,5 Hanson Trail,31,79029,opposite Mall,97.21,73.37,921.61,Credit Card,KLZHUB033387,2021-01-29,2021-02-06,22,135,,578,Dispatched,0
731,10,Georgia,Rustam jo Goth,99109 Burning Wood Parkway,40,27142,opposite Bakery,74.47,75.24,445.1,COD,TUXKJU653516,2021-01-29,2021-02-02,45,275,,632,Dispatched,0
732,1,Pennsylvania,Raydah,99441 Sundown Alley,68,54145,near Garden,1.1,99.97,136.99,Cancelled,SJEZRB532298,2021-01-29,2021-02-05,29,212,,658,Dispatched,1
733,5,Alaska,Yingtan,94388 Ilene Plaza,74,23294,,83.77,38.65,479.01,Net Banking,UREUCB998502,2021-01-29,2021-02-08,68,280,,676,Out For Delivery,0
734,3,Texas,Drybin,2020 Acker Terrace,90,66881,,23.2,68.49,160.46,COD,AILHCA678789,2021-01-29,2021-02-02,58,214,,748,Out For Delivery,0
735,8,Washington,Sundsvall,1219 Hanson Parkway,1,98300,,46.48,81.44,790.78,E-Wallet,JXPPUE508858,2021-01-29,2021-02-04,43,138,,749,Being Placed,0
736,4,Virginia,P�tan,003 Lyons Drive,71,21936,,12.32,48.05,1074.86,Net Banking,YKEAPF075874,2021-01-29,2021-02-03,63,64,,766,Delivered,0
737,9,Georgia,Bala Murghab,043 Golf Alley,64,84338,,80.5,91.75,585.84,Credit Card,VXGALR541987,2021-01-29,2021-02-01,60,297,,776,Being Placed,0
738,10,Mississippi,Porvenir,19 Stuart Crossing,27,83482,,91.51,97.29,582.04,COD,RRXKNO105541,2021-01-29,2021-02-01,87,219,,818,Being Placed,0
739,7,California,Vyaz’ma,00 Ridgeway Hill,62,86668,near Metro,20.59,92.93,887.09,COD,ICZOZY261563,2021-01-29,2021-02-07,91,27,,874,Dispatched,0
740,3,New Mexico,Luhe,372 Laurel Avenue,15,29469,opposite Mall,3.3,33.24,190.48,Net Banking,EUOJYL741653,2021-01-29,2021-02-03,40,128,,921,Being Placed,0
741,9,California,Toki,3 Blue Bill Park Crossing,43,68318,near Metro,41.16,57.29,1732.56,E-Wallet,KWOJFW494724,2021-01-29,2021-02-07,13,113,,931,Out For Delivery,0
742,10,Oklahoma,Hannover,7 Dapin Lane,22,47382,,28.95,32.9,1694.73,Net Banking,AQTPKY444994,2021-01-29,2021-02-06,21,213,,989,Dispatched,0
743,9,Texas,Nosy Varika,23 Reindahl Junction,16,94724,near Metro,77.66,99.56,585.24,Net Banking,DLQQKG932597,2021-01-29,2021-02-02,91,49,,992,Order Placed,0
744,5,Florida,Kolambugan,9501 Corben Pass,89,47398,,54.24,51.36,822.97,Net Banking,QFYGFG976578,2021-01-30,2021-02-05,19,263,,22,Out For Delivery,0
745,3,Virginia,Bilhorod-Dnistrovs’kyy,41 Starling Junction,37,80020,,7.09,41.32,169.65,Credit Card,CYCAAL268745,2021-01-30,2021-02-08,38,182,,43,Order Placed,0
746,10,Connecticut,Nyūzen,6711 Arizona Circle,7,58660,near Government School,96.32,55.01,1601.47,E-Wallet,REFJGY566095,2021-01-30,2021-02-02,46,188,,96,Order Placed,0
747,3,New York,�ưc Tr�ng,89631 Eagle Crest Way,57,69495,near Garden,87.86,57.78,106.31,Credit Card,TMBWAQ741795,2021-01-30,2021-02-09,53,72,,114,Being Placed,0
748,3,Florida,Ploemeur,8123 Nevada Place,91,18314,near Government School,27.72,96.12,299.57,Net Banking,TONJVQ427870,2021-01-30,2021-02-08,93,197,,132,Out For Delivery,0
749,1,Illinois,Vári,08 Northridge Point,69,95916,near Garden,47.92,40,15.89,Delivered,RZSBME748673,2021-01-30,2021-02-06,73,24,,133,Being Placed,1
750,9,Texas,Pedrogão,87 Bartelt Way,12,36701,,53.1,99.31,2248.11,Credit Card,OUWZOJ560546,2021-01-30,2021-02-02,7,268,,198,Dispatched,0
751,7,Virginia,Hellevoetsluis,9108 Garrison Plaza,84,46396,front of Mall,98.93,44.13,273.42,Net Banking,YVUOOX201434,2021-01-30,2021-02-07,53,278,,325,Cancelled,0
752,6,Florida,Skaramangás,262 Stoughton Parkway,13,60752,near Metro,4.28,61.09,1221.36,E-Wallet,WTDSMA524843,2021-01-30,2021-02-05,65,283,,328,Being Placed,0
753,10,Texas,Santa Elena de Uairén,8 2nd Avenue,39,45036,opposite Bakery,95.3,93.03,485.53,E-Wallet,BEPFIJ787638,2021-01-30,2021-02-04,83,213,,370,Cancelled,0
754,5,Florida,Las Mesas,483 5th Plaza,11,24769,,79.79,80.08,1038.41,Credit Card,VRHVCO461060,2021-01-30,2021-02-06,59,80,,386,Order Placed,0
755,1,Missouri,Farmington,20 Scofield Circle,13,31435,opposite Bakery,15.1,60.25,130,Cancelled,DCEKZK348181,2021-01-30,2021-02-02,11,155,,405,Dispatched,1
756,6,Pennsylvania,North Shore,62128 Rieder Alley,70,28880,,57.85,95.35,646.08,Net Banking,ROGJBI137625,2021-01-30,2021-02-07,50,270,,415,Cancelled,0
757,6,Ohio,Jaboticabal,0491 Buell Center,100,91392,near Garden,55.08,53.06,639.48,E-Wallet,BSYKMF651499,2021-01-30,2021-02-08,39,297,,433,Out For Delivery,0
758,6,South Carolina,Markala,5087 Fisk Parkway,23,79757,,73.8,49.05,338.87,Credit Card,HEQAQK181248,2021-01-30,2021-02-03,29,278,,485,Delivered,0
759,1,Illinois,Longtian,40201 Arapahoe Road,46,96850,opposite Mall,93.2,89.05,7.21,Out For Delivery,HIBPTH206763,2021-01-30,2021-02-06,89,152,136,546,Delivered,1
760,3,Illinois,Ngou,3702 Alpine Plaza,89,28270,near Government School,50.89,43.06,962.69,E-Wallet,EMXBOI113435,2021-01-30,2021-02-08,61,105,,714,Order Placed,0
761,3,Ohio,Montélimar,8 Dunning Terrace,70,56082,,74.76,58.58,392.28,Credit Card,AHTATR827214,2021-01-30,2021-02-08,70,137,,724,Delivered,0
762,8,Illinois,Baon,271 Sachtjen Trail,71,70281,front of Mall,25.16,74.06,2125.39,Net Banking,PUNXEV601327,2021-01-30,2021-02-03,69,226,,731,Delivered,0
763,6,Colorado,Novais,7 Knutson Terrace,63,83057,,51.35,96.11,883.78,Credit Card,YMZMGA553231,2021-01-30,2021-02-09,89,61,,802,Dispatched,0
764,8,California,Florencia,38954 Lerdahl Road,42,91622,,12.72,92.03,705.71,COD,ZNMTID199285,2021-01-30,2021-02-05,78,284,,827,Dispatched,0
765,1,Oklahoma,Campinas,8 Hoard Circle,90,61091,opposite Bakery,94.55,66.5,50.37,Net Banking,TKLZGC909018,2021-01-30,2021-02-02,30,52,,924,Out For Delivery,0
766,8,Florida,Kolkhozobod,9604 Ridgeview Point,35,62438,front of Mall,5.3,42.16,1271.81,E-Wallet,PNZBLA709941,2021-01-31,2021-02-03,30,128,,149,Cancelled,0
767,3,California,Piketberg,2113 Park Meadow Center,49,37355,,87.09,39.54,733.08,COD,DNSVYW670493,2021-01-31,2021-02-07,82,290,,163,Being Placed,0
768,1,New York,Shawnee Mission,050 Burning Wood Point,7,67780,front of Mall,87.01,93.81,49.82,Being Placed,VLVQYK703674,2021-01-31,2021-02-03,56,153,,242,Out For Delivery,1
769,3,Texas,Nuštar,63777 Commercial Hill,37,94991,opposite Mall,85.62,41.85,192.27,Credit Card,LORVVS489364,2021-01-31,2021-02-06,75,202,,255,Out For Delivery,0
770,9,Alabama,Zhangjiapan,743 Petterle Hill,69,64101,opposite Bakery,49.89,77.86,1493.16,E-Wallet,NJJUNI653215,2021-01-31,2021-02-06,35,181,,379,Being Placed,0
771,4,Minnesota,Yakovlevo,7 Monterey Center,23,91989,near Government School,37.44,47.75,1105.51,Net Banking,IUBLFL663101,2021-01-31,2021-02-09,62,263,,426,Dispatched,0
772,9,North Carolina,Dagushan,08307 Coolidge Park,35,85199,,89.72,88.03,1207.62,COD,FDLXXN890141,2021-01-31,2021-02-09,25,200,,430,Delivered,0
773,1,Oklahoma,Ovsyanka,0945 Maple Wood Place,53,61423,,46.96,49.54,34.96,COD,DRZVWF177969,2021-01-31,2021-02-04,48,253,,502,Delivered,0
774,1,Florida,Citeureup,2 Daystar Place,35,97289,,49.74,74.28,37.36,Being Placed,TXUGHI468613,2021-01-31,2021-02-03,20,133,,511,Being Placed,1
775,1,New Mexico,Río Tercero,38940 Hanson Circle,19,16329,near Bus Stand,67.85,33.76,7.4,E-Wallet,XUILLK652473,2021-01-31,2021-02-10,52,177,,574,Being Placed,0
776,8,Minnesota,Piran,33 Columbus Lane,98,49403,opposite Mall,30.36,66.49,1443.76,Credit Card,YSFYYX323705,2021-01-31,2021-02-03,57,147,,580,Dispatched,0
777,1,Washington,Frederico Westphalen,69 East Circle,55,81284,near Metro,69.87,60.36,485.72,Cancelled,DJQXFJ552473,2021-01-31,2021-02-06,15,134,,686,Delivered,1
778,3,Kentucky,Ārt Khw�jah,14362 Schlimgen Point,64,64249,,16.7,60.3,223.87,Net Banking,UENJBP521618,2021-01-31,2021-02-03,32,150,,700,Delivered,0
779,2,Louisiana,Kista,7 Monica Alley,92,16748,,38.79,63.42,158.89,Net Banking,EHHHZR233301,2021-01-31,2021-02-08,8,115,,729,Dispatched,0
780,10,Texas,Drybin,2020 Acker Terrace,90,66881,,73.43,33.96,1174.54,COD,YLAEPB184400,2021-01-31,2021-02-05,20,165,,748,Dispatched,0
781,4,Texas,Karangpawitan,2577 Beilfuss Court,30,93040,,18.22,71.27,297.24,COD,QOWRML634539,2021-01-31,2021-02-06,94,261,,778,Delivered,0
782,1,Indiana,Kertabumi,8813 Sloan Terrace,25,28520,front of Mall,26.78,61.54,98.13,COD,KPTBPU770933,2021-01-31,2021-02-05,69,71,277,855,Delivered,0
783,6,Virginia,Duba-Yurt,69 Pleasure Circle,64,81831,near Government School,8.86,34.88,291.46,COD,VVANTH398147,2021-01-31,2021-02-05,2,87,,876,Dispatched,0
784,8,Texas,Zabłocie,383 Pawling Way,85,86655,front of Mall,88.49,36.73,1248.45,Net Banking,HCXHQS625525,2021-01-31,2021-02-03,1,96,,948,Cancelled,0
785,6,Arkansas,Ramos,65204 Kensington Center,28,50839,near Bus Stand,22.8,85.94,316.33,Credit Card,EFSYEK184187,2021-01-31,2021-02-09,25,175,,975,Out For Delivery,0
786,7,Arizona,La Molina,88 Shopko Park,62,67602,,88.93,39.94,1127.52,COD,MAXTIL722263,2021-01-31,2021-02-06,68,276,,976,Delivered,0
787,10,Louisiana,Selishche,999 Main Alley,33,28223,,89.9,51.31,578.41,COD,HHOPRS860107,2021-01-31,2021-02-05,86,38,,990,Delivered,0
788,9,Texas,Villaba,04099 Ryan Terrace,80,16827,front of Mall,27.61,59.18,1659.12,Credit Card,WIQAVF706397,2021-02-01,2021-02-08,7,247,,6,Order Placed,0
789,5,Florida,Góis,956 Waxwing Pass,11,54712,opposite Bakery,31.73,80.11,398.4,E-Wallet,CCCCWS023447,2021-02-01,2021-02-04,82,226,,34,Being Placed,0
790,4,District of Columbia,�ngeles,7 Lunder Place,4,60718,opposite Mall,40.5,94.01,279.6,COD,UNSGGA019982,2021-02-01,2021-02-10,26,234,,113,Cancelled,0
791,4,Ohio,Barqueiro,70040 Ridgeway Court,50,89262,near Government School,31.17,79.92,466.11,Net Banking,UGWLXU854229,2021-02-01,2021-02-08,57,216,,118,Out For Delivery,0
792,10,Kansas,Puerto Barrios,4799 Starling Avenue,60,81075,near Government School,56.51,96.78,1123.91,Credit Card,MDKZSP178709,2021-02-01,2021-02-04,7,285,,121,Being Placed,0
793,4,Texas,Yazykovo,9297 Manitowish Pass,43,28589,near Bus Stand,61.17,93.66,276.27,E-Wallet,RFNFCR075203,2021-02-01,2021-02-09,42,108,,134,Delivered,0
794,7,Virginia,Hengzhou,2 Fallview Crossing,70,29894,,84.56,73.44,2041.66,Net Banking,IPYLLN860801,2021-02-01,2021-02-08,70,242,,217,Out For Delivery,0
795,4,Texas,Cisiec,892 Sage Street,4,79993,,19.61,80.86,214.89,E-Wallet,CCPBSD599825,2021-02-01,2021-02-08,68,235,,234,Being Placed,0
796,4,Minnesota,Changxi,94 Alpine Road,76,47171,,80.38,84.93,480.7,Net Banking,APILUP077536,2021-02-01,2021-02-06,33,261,,304,Cancelled,0
797,10,Missouri,Panglanjan,2998 Ryan Circle,97,85117,near Garden,9.57,38.59,763.3,E-Wallet,BNIVFB712631,2021-02-01,2021-02-11,4,100,,307,Cancelled,0
798,4,Virginia,Jinshanpu,43 Glendale Center,9,92054,near Garden,6.01,47.29,318.07,E-Wallet,EOITCD569154,2021-02-01,2021-02-06,50,207,,338,Cancelled,0
799,1,Florida,Aviles,59 Center Alley,83,76827,near Garden,72.2,83.85,21.78,Delivered,MNMXGK040513,2021-02-01,2021-02-06,70,36,,339,Delivered,1
800,9,Maryland,Al Fujayrah,1 Del Sol Court,63,36181,near Garden,24.04,72.75,1437.37,Credit Card,PPQAXS883278,2021-02-01,2021-02-06,75,91,,360,Out For Delivery,0
801,9,Georgia,Severskaya,8 Sachtjen Park,7,27076,opposite Bakery,7.38,97.29,1134.29,Net Banking,MYDXHK330872,2021-02-01,2021-02-11,20,205,,380,Dispatched,0
802,7,Alabama,Bourges,6 Chive Way,14,14145,near Metro,83.43,46.4,419.38,Credit Card,NJPQPU205704,2021-02-01,2021-02-06,60,87,,431,Delivered,0
803,5,Virginia,Borås,28926 Goodland Alley,73,92842,opposite Mall,42.74,73.39,289.01,Credit Card,AGMLIY916776,2021-02-01,2021-02-09,40,245,,441,Delivered,0
804,1,Michigan,Miyakonoj�,866 2nd Plaza,68,79014,opposite Bakery,21.22,43.87,97.68,Order Placed,BFZJAS924370,2021-02-01,2021-02-05,72,128,347,522,Order Placed,1
805,1,Arkansas,Solna,162 Old Shore Crossing,58,32340,opposite Mall,87.48,70.91,714.12,Dispatched,ZBGPOS008827,2021-02-01,2021-02-04,84,129,369,557,Cancelled,1
806,10,Virginia,Roubaix,76402 Main Plaza,17,67190,near Government School,42.8,89.97,1122.28,Credit Card,HUVYOF279361,2021-02-01,2021-02-09,61,189,,562,Cancelled,0
807,2,Virginia,Daba,7921 Commercial Parkway,45,11374,opposite Mall,37.93,32.29,99.74,E-Wallet,MJMJBH199745,2021-02-01,2021-02-07,17,12,,572,Order Placed,0
808,6,Texas,Resistencia,3516 Pierstorff Park,46,71743,front of Mall,46.83,70.42,1588.1,Net Banking,LTCNAD293040,2021-02-01,2021-02-06,47,69,,607,Cancelled,0
809,10,Kansas,Sinargalih,075 Stang Court,56,51966,opposite Mall,53.72,90.16,757.23,Net Banking,KSRHIQ954726,2021-02-01,2021-02-11,11,155,,628,Dispatched,0
810,3,Kentucky,Camperdown,32406 Petterle Way,4,15384,opposite Mall,26.87,93.5,231.29,COD,ZLQFUD378090,2021-02-01,2021-02-06,99,251,,639,Out For Delivery,0
811,9,Arizona,Wamba,7053 Dryden Place,66,87419,,0.03,77.93,934.99,COD,BPDZUR238627,2021-02-01,2021-02-06,37,269,,847,Order Placed,0
812,7,Louisiana,Charras,7884 Eastlawn Parkway,27,76564,,49.44,58.29,450.8,Credit Card,RSMEFJ243378,2021-02-01,2021-02-06,23,179,,851,Dispatched,0
813,6,District of Columbia,Recreio,71330 High Crossing Place,1,85205,,26.11,53.35,406.13,Net Banking,QKGBOF119954,2021-02-02,2021-02-07,42,224,,26,Order Placed,0
814,1,District of Columbia,Recreio,71330 High Crossing Place,1,85205,,64.92,42.04,949.83,Credit Card,CAUMGV087919,2021-02-02,2021-02-07,43,215,,26,Being Placed,0
815,9,Oregon,Darungan Lor,5 Harper Lane,80,10958,,68.9,42.27,588.36,Net Banking,ZMYDUQ657730,2021-02-02,2021-02-11,47,38,,58,Out For Delivery,0
816,2,District of Columbia,�ngeles,7 Lunder Place,4,60718,opposite Mall,87.44,50.24,451.67,Net Banking,MYRPAO832434,2021-02-02,2021-02-06,9,36,,113,Being Placed,0
817,1,Texas,Yazykovo,9297 Manitowish Pass,43,28589,near Bus Stand,42.26,42.61,67.82,Cancelled,OJSKIA325641,2021-02-02,2021-02-08,34,143,,134,Out For Delivery,1
818,5,Iowa,Tsagaan-Owoo,5 Sullivan Trail,46,14095,,72.79,91.03,361.62,Credit Card,HPGPPC932019,2021-02-02,2021-02-11,92,111,,185,Out For Delivery,0
819,2,Arizona,Ugac Sur,87 Stoughton Drive,8,12715,near Bus Stand,12.71,79.48,1021.84,COD,NGGHPW951925,2021-02-02,2021-02-10,28,21,,276,Dispatched,0
820,5,Michigan,Phùng,79 Moose Hill,1,74620,near Metro,60.97,41.58,1025.25,Net Banking,EIELVX023350,2021-02-02,2021-02-11,96,138,,308,Being Placed,0
821,3,Virginia,Hellevoetsluis,9108 Garrison Plaza,84,46396,front of Mall,57.55,45.71,156.75,Credit Card,UOVLXM432386,2021-02-02,2021-02-08,98,172,,325,Out For Delivery,0
822,9,Virginia,Jinshanpu,43 Glendale Center,9,92054,near Garden,33.65,49.41,2597.78,COD,BIOBRP106134,2021-02-02,2021-02-11,34,215,,338,Being Placed,0
823,5,Tennessee,Dokuchayevs’k,0 Hallows Drive,96,91452,near Garden,96.26,46.95,1036.21,E-Wallet,LVGIJX191986,2021-02-02,2021-02-11,57,15,,373,Out For Delivery,0
824,7,Alabama,Coronel Martínez,5 Crowley Place,9,43937,,56.83,67.76,354.03,COD,VXNPFW076679,2021-02-02,2021-02-07,32,140,,399,Cancelled,0
825,3,Pennsylvania,North Shore,62128 Rieder Alley,70,28880,,4.53,84.58,289.16,COD,TSMJHO639254,2021-02-02,2021-02-10,38,213,,415,Dispatched,0
826,6,Washington,Natakoli,7441 Sheridan Place,85,16827,opposite Bakery,78.4,33,882.31,COD,TPHELI008382,2021-02-02,2021-02-08,100,2,,435,Cancelled,0
827,2,Washington,Koronganayam,62597 Delladonna Terrace,64,26209,opposite Bakery,1.94,88.18,268.77,Credit Card,IPWBVD207490,2021-02-02,2021-02-11,76,139,,538,Dispatched,0
828,1,Indiana,Jam,8246 Alpine Parkway,50,92709,near Metro,0.28,75.44,127.04,Being Placed,IIGUSG175346,2021-02-02,2021-02-07,80,276,,590,Being Placed,1
829,10,Kentucky,Esperanza,72267 7th Crossing,46,13284,opposite Bakery,82.81,91.96,1529.23,Credit Card,FROGNE203492,2021-02-02,2021-02-08,82,95,,609,Delivered,0
830,1,Louisiana,Zrenjanin,5 Monument Circle,56,44870,opposite Mall,14.11,71.78,963.81,Order Placed,OFLGZP729849,2021-02-02,2021-02-05,14,79,553,630,Cancelled,1
831,9,North Carolina,Guzhan,25 Fairfield Hill,72,74349,,54.73,73.06,624.99,Credit Card,ZQYNJY472734,2021-02-02,2021-02-07,52,116,,647,Delivered,0
832,1,Pennsylvania,Qiaolin,1284 Elgar Junction,56,68411,,96.75,37.3,36.86,Net Banking,DNNKIS495140,2021-02-02,2021-02-12,21,245,,680,Cancelled,0
833,9,California,Suncun,747 Elmside Lane,19,83120,,49.04,38.21,1442.09,COD,YNOFZJ450773,2021-02-02,2021-02-11,99,83,,807,Out For Delivery,0
834,7,South Dakota,Corupá,026 Merry Point,56,24518,near Metro,30.07,81.45,1286.52,E-Wallet,RFEOPH951324,2021-02-02,2021-02-08,72,123,,812,Cancelled,0
835,1,Indiana,Kertabumi,8813 Sloan Terrace,25,28520,front of Mall,70.57,91.04,772.51,Net Banking,DCTZFA617432,2021-02-02,2021-02-10,49,251,277,855,Out For Delivery,0
836,6,Georgia,Dome,7602 Barby Court,1,68482,near Bus Stand,22.51,57.57,968.62,COD,OXEAVY240549,2021-02-02,2021-02-07,77,175,,889,Dispatched,0
837,5,Texas,Xicheng,1 Packers Alley,98,49261,front of Mall,68.4,49.06,245.19,E-Wallet,TJAMRS263622,2021-02-02,2021-02-12,15,251,,922,Dispatched,0
838,6,Washington,Mernek,7329 Crescent Oaks Lane,73,12324,near Bus Stand,78.04,86.46,1297.9,E-Wallet,VTJYXP744943,2021-02-02,2021-02-10,87,67,,928,Out For Delivery,0
839,1,Michigan,Dalinhe,036 Northwestern Way,69,12793,opposite Mall,56.18,88.29,65.51,Credit Card,JYXTPL583279,2021-02-03,2021-02-12,25,3,,63,Order Placed,0
840,5,Michigan,K�l�b�gh,460 Green Place,79,94662,near Garden,91.28,74.94,680.35,E-Wallet,NVZZKI099988,2021-02-03,2021-02-10,7,198,,457,Being Placed,0
841,3,Texas,Aoshi,66 Eastwood Road,19,94862,near Metro,27.74,84.95,600.58,COD,MTDQDB033239,2021-02-03,2021-02-06,54,271,,540,Out For Delivery,0
842,4,Wisconsin,Raciąż,9 Towne Alley,27,98324,front of Mall,65.26,64.92,267.02,COD,ONQAWQ421905,2021-02-03,2021-02-13,94,145,,550,Order Placed,0
843,9,Missouri,Santiago del Estero,7 Barby Junction,21,76297,front of Mall,77.73,46.02,1220.42,E-Wallet,VEUALV665072,2021-02-03,2021-02-06,18,143,,552,Order Placed,0
844,6,District of Columbia,Oulmes,04 Bunker Hill Park,92,22639,,84.19,69.57,416.78,Credit Card,WXEIPF134450,2021-02-03,2021-02-09,5,219,,576,Delivered,0
845,3,Kentucky,Esperanza,72267 7th Crossing,46,13284,opposite Bakery,62.92,32.06,55.72,COD,BIRNXW292743,2021-02-03,2021-02-13,92,30,,609,Cancelled,0
846,8,California,Niquelândia,8 Union Alley,5,21281,near Metro,11.88,55.21,1473.27,Net Banking,FTUJZN482313,2021-02-03,2021-02-09,81,54,,675,Cancelled,0
847,8,West Virginia,Macaíba,55501 Magdeline Trail,99,50028,opposite Bakery,90.99,69.13,2005.7,E-Wallet,AONPZH264800,2021-02-03,2021-02-06,20,139,,679,Out For Delivery,0
848,1,Oklahoma,Xiema,17 Delaware Drive,33,68490,near Government School,71.81,62.79,200.97,Credit Card,CHOBZL712935,2021-02-03,2021-02-07,98,10,,723,Being Placed,0
849,7,Alabama,Bộc Bố,26 Evergreen Crossing,8,45738,opposite Bakery,83.74,35.64,1125.86,COD,RKMPPD549751,2021-02-03,2021-02-06,37,190,,733,Out For Delivery,0
850,1,Florida,Zuru,7 Elgar Crossing,93,24826,,97.98,55.17,36.42,Net Banking,SODMRM902621,2021-02-03,2021-02-10,91,111,512,783,Being Placed,0
851,1,California,Chavdar,407 Coleman Terrace,39,16627,opposite Bakery,82.87,30.89,41.21,Being Placed,NWUPLY739929,2021-02-03,2021-02-08,64,288,659,817,Order Placed,1
852,9,Virginia,Pokrovo-Prigorodnoye,90815 Golf Course Lane,59,24010,near Metro,47.17,35.26,666.64,COD,EJQVKF103929,2021-02-03,2021-02-06,60,253,,947,Dispatched,0
853,10,Virginia,Warugunung,6672 Bonner Court,13,56159,near Bus Stand,16.15,81.07,708.66,Credit Card,CXTBOG279933,2021-02-03,2021-02-10,29,39,,965,Order Placed,0
854,1,Pennsylvania,Nanshi,82 Northland Crossing,81,78148,near Government School,34.21,73.15,120.73,COD,YPIZBG253364,2021-02-04,2021-02-12,11,215,296,1,Dispatched,0
855,7,Arizona,Melipilla,75 Hermina Drive,37,71575,opposite Bakery,53.8,78.47,366.17,E-Wallet,SXLKBB848930,2021-02-04,2021-02-10,25,24,,3,Order Placed,0
856,9,Ohio,Paiçandu,73 Hanson Place,85,69494,,99.24,99.15,1915.44,E-Wallet,DLOEJR589487,2021-02-04,2021-02-08,9,59,,27,Being Placed,0
857,1,Oregon,Darungan Lor,5 Harper Lane,80,10958,,67.41,50.66,16.06,Order Placed,BSLKLK308800,2021-02-04,2021-02-11,19,249,,58,Delivered,1
858,1,Alabama,Sainte-Adèle,96753 Sunnyside Plaza,72,63012,,35.81,60.6,66.55,Being Placed,LEFNUE488597,2021-02-04,2021-02-10,9,292,541,65,Out For Delivery,1
859,5,New York,Yanda Bayo,72 Kennedy Lane,57,41575,opposite Bakery,88.72,56.13,831.32,COD,JWAVNH066919,2021-02-04,2021-02-07,92,209,,89,Delivered,0
860,7,Alaska,Piritiba,10487 North Crossing,78,93536,,11.18,92.65,545.68,Net Banking,LNDYVR671051,2021-02-04,2021-02-08,98,141,,94,Out For Delivery,0
861,4,Illinois,Vári,08 Northridge Point,69,95916,near Garden,39.83,39.28,193.74,Net Banking,MXAARW636354,2021-02-04,2021-02-10,67,121,,133,Cancelled,0
862,2,Virginia,Guarapari,60359 Northfield Trail,28,68649,opposite Bakery,1.87,30.93,146.52,COD,WVEEIB548634,2021-02-04,2021-02-07,10,55,,148,Dispatched,0
863,1,Alaska,Bridgetown,5242 Hermina Road,27,62778,,28.76,75.69,61.75,E-Wallet,PVMPLP386542,2021-02-04,2021-02-09,77,85,,263,Dispatched,0
864,5,Alaska,Niort,0 Golf View Lane,68,90876,opposite Bakery,40.85,72.34,294.17,Credit Card,EYMMFK017663,2021-02-04,2021-02-10,57,6,,288,Dispatched,0
865,3,Texas,Kulonkali,14012 Blackbird Point,38,68341,near Government School,65.34,58.22,73.45,COD,WMVILR175218,2021-02-04,2021-02-08,70,292,,378,Dispatched,0
866,1,Missouri,Farmington,20 Scofield Circle,13,31435,opposite Bakery,99.61,47.99,33.23,Dispatched,JYBSKO447279,2021-02-04,2021-02-11,75,127,,405,Cancelled,1
867,8,Tennessee,Liulin,121 Jenna Point,33,33118,,43.21,52.88,586.07,Net Banking,KVRPNA567540,2021-02-04,2021-02-07,8,221,,595,Delivered,0
